time,femur_w,femur_x,femur_y,femur_z,femur_acc_x,femur_acc_y,femur_acc_z,tibia_w,tibia_x,tibia_y,tibia_z,tibia_acc_x,tibia_acc_y,tibia_acc_z,gf,mg,gt,mt
34052,0.5286,-0.2057,-0.3293,-0.7549,0.9377,-0.0196,0.0273,0.3459,8.01,2.37,8.38,-0.58,-0.22,9.52,3,3,3,0
34117,0.5266,-0.2122,-0.3248,-0.7565,0.9377,-0.0196,0.0273,0.3459,4.87,3.01,8.00,-0.56,-0.23,9.57,3,3,3,0
34185,0.5157,-0.1883,-0.2961,-0.7817,0.9377,-0.0196,0.0273,0.3459,7.07,0.38,-0.38,-0.58,-0.24,9.57,3,3,3,0
34251,0.5058,-0.1910,-0.3101,-0.7820,0.9374,-0.0196,0.0273,0.3466,4.79,3.91,7.65,-0.57,-0.22,9.53,3,3,3,0
34318,0.4935,-0.2056,-0.3425,-0.7726,0.9374,-0.0199,0.0272,0.3466,6.13,3.19,4.69,-0.56,-0.22,9.60,3,3,3,0
34385,0.4786,-0.2269,-0.3743,-0.7612,0.9374,-0.0199,0.0271,0.3466,6.77,5.20,8.28,-0.57,-0.22,9.57,3,3,3,0
34452,0.4565,-0.2137,-0.3762,-0.7775,0.9374,-0.0200,0.0271,0.3466,6.67,4.02,6.16,-0.57,-0.21,9.55,3,3,3,0
34519,0.4225,-0.1525,-0.3433,-0.8248,0.9374,-0.0200,0.0270,0.3466,7.00,3.13,4.98,-0.58,-0.23,9.55,3,3,3,0
34585,0.3970,-0.1268,-0.3298,-0.8470,0.9374,-0.0200,0.0270,0.3466,4.34,4.81,7.06,-0.56,-0.22,9.59,3,3,3,0
34653,0.3875,-0.1028,-0.3231,-0.8573,0.9374,-0.0200,0.0269,0.3466,4.32,4.71,5.77,-0.57,-0.24,9.54,3,3,3,0
34719,0.3951,-0.0911,-0.3189,-0.8567,0.9374,-0.0200,0.0269,0.3466,5.89,2.91,5.06,-0.57,-0.22,9.57,3,3,3,0
34786,0.4214,-0.1093,-0.3308,-0.8372,0.9374,-0.0200,0.0269,0.3466,5.15,4.10,7.73,-0.57,-0.23,9.59,3,3,3,0
34853,0.4630,-0.1562,-0.3536,-0.7977,0.9374,-0.0201,0.0269,0.3466,3.96,7.56,9.65,-0.57,-0.22,9.58,3,3,3,0
34919,0.4987,-0.1766,-0.3495,-0.7733,0.9374,-0.0201,0.0268,0.3466,7.54,3.38,6.34,-0.59,-0.22,9.57,3,3,3,0
34987,0.5360,-0.1886,-0.3309,-0.7534,0.9374,-0.0201,0.0268,0.3466,5.44,3.69,9.63,-0.57,-0.21,9.57,3,3,3,0
35054,0.5632,-0.1934,-0.2963,-0.7467,0.9374,-0.0201,0.0267,0.3466,6.69,-0.85,9.56,-0.56,-0.19,9.54,3,3,3,0
35120,0.5837,-0.1938,-0.2195,-0.7573,0.9374,-0.0201,0.0267,0.3466,6.22,-0.51,2.38,-0.58,-0.22,9.58,3,3,3,0
35186,0.5801,-0.1697,-0.1836,-0.7752,0.9374,-0.0201,0.0267,0.3466,2.90,2.61,10.95,-0.58,-0.21,9.56,3,3,3,0
35255,0.5446,-0.1392,-0.1370,-0.8157,0.9374,-0.0201,0.0267,0.3466,4.81,0.61,4.68,-0.55,-0.22,9.56,3,3,3,0
35320,0.5081,-0.1318,-0.1372,-0.8400,0.9374,-0.0201,0.0267,0.3466,6.81,-0.86,7.02,-0.55,-0.22,9.57,3,3,3,0
35387,0.4795,-0.1271,-0.1544,-0.8545,0.9374,-0.0201,0.0267,0.3466,1.98,1.83,11.64,-0.57,-0.22,9.58,3,3,3,0
35456,0.4431,-0.1135,-0.1854,-0.8698,0.9374,-0.0201,0.0267,0.3466,4.56,1.89,5.87,-0.56,-0.24,9.58,3,3,3,0
35521,0.4241,-0.1249,-0.2416,-0.8638,0.9374,-0.0201,0.0267,0.3466,2.79,4.25,7.83,-0.56,-0.22,9.59,3,3,3,0
35588,0.4089,-0.1378,-0.2833,-0.8565,0.9374,-0.0201,0.0267,0.3466,5.73,2.82,4.01,-0.57,-0.25,9.56,3,3,3,0
35655,0.4081,-0.1811,-0.3455,-0.8254,0.9374,-0.0201,0.0267,0.3466,7.02,4.41,10.24,-0.56,-0.22,9.57,3,3,3,0
35721,0.4206,-0.2259,-0.3832,-0.7907,0.9374,-0.0201,0.0267,0.3466,6.73,3.32,3.80,-0.58,-0.20,9.55,3,3,3,0
35787,0.4344,-0.2607,-0.4071,-0.7600,0.9374,-0.0201,0.0267,0.3466,6.37,4.66,6.15,-0.56,-0.22,9.58,3,3,3,0
35856,0.4562,-0.2935,-0.4175,-0.7289,0.9374,-0.0201,0.0267,0.3466,9.28,2.39,3.53,-0.57,-0.23,9.57,3,3,3,0
35921,0.4824,-0.3304,-0.4199,-0.6942,0.9374,-0.0201,0.0267,0.3466,9.32,2.53,6.17,-0.59,-0.23,9.58,3,3,3,0
35988,0.5153,-0.3470,-0.4000,-0.6738,0.9374,-0.0201,0.0267,0.3466,7.71,1.45,4.62,-0.56,-0.23,9.59,3,3,3,0
36057,0.5456,-0.3656,-0.3526,-0.6666,0.9374,-0.0201,0.0267,0.3466,8.96,-0.30,5.47,-0.56,-0.23,9.58,3,3,3,0
36121,0.5719,-0.3764,-0.2941,-0.6669,0.9374,-0.0201,0.0267,0.3466,8.29,-0.36,3.30,-0.57,-0.22,9.55,3,3,3,0
36189,0.5964,-0.3532,-0.2433,-0.6785,0.9374,-0.0201,0.0267,0.3466,6.40,-0.62,6.14,-0.55,-0.22,9.57,3,3,3,0
36256,0.5965,-0.3058,-0.1828,-0.7192,0.9374,-0.0201,0.0267,0.3466,6.83,-0.27,4.41,-0.58,-0.22,9.57,3,3,3,0
36322,0.5776,-0.2579,-0.1420,-0.7614,0.9374,-0.0201,0.0267,0.3466,4.86,-0.19,8.42,-0.57,-0.23,9.56,3,3,3,0
36388,0.5474,-0.2281,-0.1217,-0.7959,0.9374,-0.0201,0.0267,0.3466,4.39,0.20,7.42,-0.57,-0.24,9.59,3,3,3,0
36457,0.5051,-0.2047,-0.1204,-0.8298,0.9374,-0.0201,0.0267,0.3466,7.01,-2.36,6.36,-0.58,-0.22,9.53,3,3,3,0
36523,0.4695,-0.2113,-0.1555,-0.8431,0.9374,-0.0201,0.0267,0.3466,3.41,2.01,5.64,-0.56,-0.21,9.55,3,3,3,0
36589,0.4449,-0.2108,-0.1924,-0.8489,0.9374,-0.0201,0.0267,0.3466,5.12,1.49,4.27,-0.55,-0.23,9.65,3,3,3,0
36657,0.4338,-0.2312,-0.2510,-0.8339,0.9374,-0.0201,0.0267,0.3466,7.97,1.53,9.43,-0.60,-0.18,9.45,3,3,3,0
36722,0.4479,-0.2493,-0.2870,-0.8092,0.9374,-0.0201,0.0267,0.3466,7.28,2.57,9.37,-0.55,-0.23,9.60,3,3,3,0
36789,0.4603,-0.2573,-0.3057,-0.7928,0.9374,-0.0201,0.0267,0.3466,8.01,0.72,5.86,-0.56,-0.23,9.55,3,3,3,0
36857,0.4802,-0.2705,-0.3143,-0.7729,0.9374,-0.0201,0.0267,0.3466,6.17,1.94,8.25,-0.56,-0.18,9.50,3,3,3,0
36923,0.5084,-0.2604,-0.2958,-0.7657,0.9374,-0.0201,0.0267,0.3466,4.52,2.27,6.05,-0.56,-0.26,9.63,3,3,3,0
36989,0.5167,-0.2438,-0.2712,-0.7746,0.9374,-0.0201,0.0267,0.3466,4.30,2.34,5.29,-0.59,-0.21,9.54,3,3,3,0
37057,0.5100,-0.2197,-0.2457,-0.7946,0.9374,-0.0201,0.0267,0.3466,5.91,1.63,7.69,-0.56,-0.20,9.54,3,3,3,0
37123,0.5089,-0.1996,-0.2277,-0.8058,0.9374,-0.0201,0.0267,0.3466,5.51,2.01,11.40,-0.56,-0.25,9.65,3,3,3,0
37190,0.5168,-0.1816,-0.1972,-0.8130,0.9374,-0.0201,0.0267,0.3466,4.97,1.47,9.05,-0.57,-0.21,9.55,3,3,3,0
37258,0.5236,-0.1570,-0.1751,-0.8188,0.9374,-0.0201,0.0267,0.3466,3.09,1.36,8.18,-0.55,-0.19,9.53,3,3,3,0
37323,0.5226,-0.1508,-0.1501,-0.8256,0.9374,-0.0201,0.0267,0.3466,3.03,1.39,9.20,-0.57,-0.24,9.62,3,3,3,0
37390,0.5128,-0.1349,-0.1448,-0.8354,0.9374,-0.0201,0.0267,0.3466,1.75,2.64,7.95,-0.56,-0.19,9.54,3,3,3,0
37458,0.4903,-0.1251,-0.1477,-0.8498,0.9374,-0.0201,0.0267,0.3466,3.59,0.97,7.80,-0.56,-0.22,9.55,3,3,3,0
37524,0.4742,-0.1144,-0.1603,-0.8581,0.9374,-0.0201,0.0267,0.3466,2.33,2.64,9.78,-0.57,-0.26,9.60,3,3,3,0
37591,0.4614,-0.1104,-0.1591,-0.8658,0.9374,-0.0201,0.0267,0.3466,3.45,1.79,8.25,-0.56,-0.19,9.53,3,3,3,0
37658,0.4474,-0.1100,-0.1657,-0.8719,0.9374,-0.0201,0.0267,0.3466,3.36,1.84,8.56,-0.58,-0.25,9.58,3,3,3,0
37724,0.4396,-0.1138,-0.1691,-0.8748,0.9374,-0.0201,0.0267,0.3466,2.73,2.91,10.36,-0.55,-0.31,9.60,3,3,3,0
37790,0.4342,-0.1105,-0.1669,-0.8783,0.9374,-0.0201,0.0267,0.3466,3.49,1.21,9.04,-0.56,-0.16,9.48,3,3,3,0
37859,0.4249,-0.1124,-0.1749,-0.8810,0.9374,-0.0201,0.0267,0.3466,3.16,2.16,10.19,-0.57,-0.23,9.55,3,3,3,0
37924,0.4169,-0.1102,-0.1744,-0.8853,0.9374,-0.0201,0.0267,0.3466,3.41,1.63,8.90,-0.57,-0.26,9.62,3,3,3,0
37990,0.4171,-0.1049,-0.1698,-0.8867,0.9374,-0.0201,0.0267,0.3466,1.69,2.43,8.76,-0.56,-0.19,9.45,3,3,3,0
38059,0.4126,-0.1039,-0.1648,-0.8898,0.9374,-0.0201,0.0267,0.3466,3.52,1.68,8.40,-0.55,-0.25,9.57,3,3,3,0
38124,0.4100,-0.1005,-0.1565,-0.8929,0.9374,-0.0201,0.0267,0.3466,3.10,2.11,8.34,-0.55,-0.25,9.58,3,3,3,0
38190,0.4006,-0.1042,-0.1171,-0.9027,0.9374,-0.0201,0.0267,0.3466,1.86,0.71,9.57,-0.57,-0.19,9.52,3,3,3,0
38257,0.3780,-0.1370,-0.0623,-0.9135,0.9374,-0.0201,0.0267,0.3466,2.05,-0.67,8.86,-0.56,-0.24,9.62,3,3,3,0
38324,0.3794,-0.1342,-0.0330,-0.9149,0.9374,-0.0201,0.0267,0.3466,1.79,-0.51,9.32,-0.58,-0.24,9.56,3,3,3,0
38389,0.3809,-0.1234,-0.0280,-0.9159,0.9374,-0.0201,0.0267,0.3466,2.00,-0.29,9.15,-0.56,-0.21,9.57,3,3,3,0
38457,0.3831,-0.1076,-0.0205,-0.9172,0.9374,-0.0201,0.0267,0.3466,1.48,-0.31,9.31,-0.56,-0.27,9.58,3,3,3,0
38523,0.3870,-0.0993,-0.0184,-0.9165,0.9374,-0.0201,0.0267,0.3466,0.85,-0.89,9.35,-0.57,-0.21,9.50,3,3,3,0
38589,0.3962,-0.0914,-0.0162,-0.9135,0.9374,-0.0201,0.0267,0.3466,1.27,-0.57,9.32,-0.57,-0.23,9.59,3,3,3,0
38657,0.4097,-0.0836,-0.0130,-0.9083,0.9374,-0.0201,0.0267,0.3466,1.67,0.34,9.34,-0.56,-0.24,9.59,3,3,3,0
38723,0.4185,-0.0773,-0.0111,-0.9049,0.9374,-0.0201,0.0267,0.3466,0.98,-0.45,9.39,-0.56,-0.21,9.53,3,3,3,0
38790,0.4209,-0.0626,-0.0031,-0.9049,0.9374,-0.0201,0.0267,0.3466,1.77,-0.68,10.46,-0.56,-0.25,9.58,3,3,3,0
38857,0.4269,0.0078,0.0304,-0.9037,0.9374,-0.0201,0.0267,0.3466,-1.84,0.42,7.95,-0.59,-0.22,9.61,3,3,3,0
38924,0.4304,0.0090,0.0323,-0.9020,0.9374,-0.0201,0.0267,0.3466,-0.63,-0.47,9.70,-0.56,-0.22,9.54,3,3,3,0
38990,0.4339,0.0109,0.0342,-0.9002,0.9374,-0.0201,0.0267,0.3466,-1.31,-0.75,9.70,-0.56,-0.25,9.61,3,3,3,0
39058,0.4422,0.0149,0.0381,-0.8960,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.62,9.44,-0.61,-0.23,9.56,3,3,3,0
39124,0.4418,0.0161,0.0364,-0.8962,0.9374,-0.0201,0.0267,0.3466,-0.80,-0.45,9.52,-0.53,-0.19,9.50,3,3,3,0
39190,0.4412,0.0173,0.0372,-0.8965,0.9374,-0.0201,0.0267,0.3466,-1.01,-0.63,9.35,-0.59,-0.27,9.65,3,3,3,0
39258,0.4414,0.0187,0.0381,-0.8963,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.45,9.39,-0.58,-0.22,9.55,3,3,3,0
39324,0.4423,0.0197,0.0386,-0.8958,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.40,9.40,-0.53,-0.20,9.55,3,3,3,0
39393,0.4426,0.0204,0.0389,-0.8956,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.51,9.44,-0.60,-0.26,9.57,3,3,3,0
39459,0.4426,0.0212,0.0392,-0.8956,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.45,9.38,-0.56,-0.22,9.56,3,3,3,0
39525,0.4426,0.0219,0.0396,-0.8956,0.9374,-0.0201,0.0267,0.3466,-0.93,-0.47,9.44,-0.56,-0.19,9.54,3,3,3,0
39593,0.4426,0.0225,0.0397,-0.8956,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.52,9.47,-0.58,-0.26,9.58,3,3,3,0
39661,0.4426,0.0230,0.0400,-0.8955,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.45,9.41,-0.54,-0.22,9.54,3,3,3,0
39727,0.4427,0.0234,0.0402,-0.8954,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.47,9.47,-0.58,-0.22,9.55,3,3,3,0
39795,0.4426,0.0239,0.0404,-0.8954,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.47,9.45,-0.57,-0.27,9.56,3,3,3,0
39863,0.4426,0.0243,0.0406,-0.8954,0.9374,-0.0201,0.0267,0.3466,-0.93,-0.44,9.42,-0.55,-0.19,9.54,3,3,3,0
39929,0.4424,0.0247,0.0407,-0.8956,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.49,9.47,-0.57,-0.22,9.60,3,3,3,0
39997,0.4428,0.0250,0.0409,-0.8953,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.45,9.42,-0.56,-0.27,9.58,3,3,3,0
40065,0.4432,0.0253,0.0411,-0.8951,0.9374,-0.0201,0.0267,0.3466,-0.95,-0.48,9.39,-0.58,-0.20,9.53,3,3,3,0
40130,0.4432,0.0256,0.0411,-0.8951,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.49,9.42,-0.56,-0.22,9.56,3,3,3,0
40198,0.4431,0.0259,0.0413,-0.8951,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.47,9.47,-0.53,-0.24,9.56,3,3,3,0
40264,0.4429,0.0261,0.0414,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.98,-0.49,9.46,-0.58,-0.21,9.52,3,3,3,0
40331,0.4430,0.0263,0.0415,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.93,-0.48,9.47,-0.57,-0.24,9.58,3,3,3,0
40397,0.4449,0.0265,0.0417,-0.8942,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.48,9.39,-0.57,-0.22,9.53,3,3,3,0
40465,0.4441,0.0267,0.0417,-0.8946,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.49,9.42,-0.56,-0.20,9.53,3,3,3,0
40530,0.4441,0.0269,0.0419,-0.8946,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.46,9.47,-0.58,-0.25,9.65,3,3,3,0
40598,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.95,-0.49,9.39,-0.60,-0.20,9.56,3,3,3,0
40667,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.93,-0.47,9.47,-0.56,-0.22,9.58,3,3,3,0
40734,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.47,9.46,-0.55,-0.23,9.58,3,3,3,0
40801,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.50,9.38,-0.56,-0.21,9.54,3,3,3,0
40868,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.45,9.44,-0.56,-0.23,9.59,3,3,3,0
40935,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.46,9.45,-0.55,-0.22,9.59,3,3,3,0
41004,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.95,-0.49,9.36,-0.58,-0.21,9.51,3,3,3,0
41071,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.47,9.44,-0.57,-0.23,9.62,3,3,3,0
41139,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.95,-0.50,9.41,-0.58,-0.21,9.53,3,3,3,0
41205,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.48,9.40,-0.58,-0.21,9.50,3,3,3,0
41273,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.46,9.44,-0.55,-0.23,9.60,3,3,3,0
41341,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.97,-0.49,9.42,-0.59,-0.22,9.54,3,3,3,0
41409,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.46,9.40,-0.55,-0.21,9.51,3,3,3,0
41476,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.50,9.47,-0.57,-0.24,9.58,3,3,3,0
41542,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.93,-0.51,9.42,-0.56,-0.23,9.55,3,3,3,0
41610,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.93,-0.45,9.42,-0.56,-0.23,9.57,3,3,3,0
41675,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.49,9.46,-0.57,-0.24,9.58,3,3,3,0
41743,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.49,9.44,-0.57,-0.22,9.53,3,3,3,0
41810,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.46,9.43,-0.56,-0.22,9.54,3,3,3,0
41876,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.53,9.44,-0.60,-0.25,9.59,3,3,3,0
41944,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.49,9.46,-0.56,-0.25,9.60,3,3,3,0
42010,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.95,-0.46,9.39,-0.55,-0.21,9.49,3,3,3,0
42076,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.54,9.51,-0.63,-0.28,9.64,3,3,3,0
42143,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.96,-0.44,9.37,-0.51,-0.20,9.48,3,3,3,0
42211,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.54,9.49,-0.59,-0.25,9.61,3,3,3,0
42276,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.49,9.50,-0.58,-0.24,9.60,3,3,3,0
42344,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.98,-0.46,9.37,-0.53,-0.18,9.50,3,3,3,0
42412,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.53,9.45,-0.61,-0.25,9.59,3,3,3,0
42477,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.45,9.41,-0.55,-0.21,9.53,3,3,3,0
42545,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.51,9.44,-0.61,-0.26,9.61,3,3,3,0
42612,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.93,-0.46,9.42,-0.58,-0.24,9.58,3,3,3,0
42677,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.95,-0.44,9.42,-0.52,-0.22,9.56,3,3,3,0
42744,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.47,9.44,-0.56,-0.19,9.55,3,3,3,0
42813,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.93,-0.48,9.43,-0.58,-0.26,9.62,3,3,3,0
42877,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.97,-0.50,9.49,-0.57,-0.18,9.61,3,3,3,0
42945,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.98,-0.49,9.37,-0.57,-0.19,9.46,3,3,3,0
43013,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.48,9.56,-0.56,-0.25,9.61,3,3,3,0
43078,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.52,9.39,-0.57,-0.24,9.54,3,3,3,0
43146,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.98,-0.49,9.38,-0.57,-0.17,9.48,3,3,3,0
43213,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.89,-0.46,9.41,-0.56,-0.24,9.61,3,3,3,0
43278,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.53,9.39,-0.57,-0.24,9.58,3,3,3,0
43345,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.98,-0.49,9.39,-0.57,-0.18,9.45,3,3,3,0
43414,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.89,-0.55,9.52,-0.58,-0.29,9.66,3,3,3,0
43479,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.97,-0.47,9.38,-0.55,-0.18,9.45,3,3,3,0
43546,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.89,-0.49,9.56,-0.61,-0.24,9.62,3,3,3,0
43614,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.97,-0.45,9.54,-0.54,-0.27,9.64,3,3,3,0
43678,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-1.05,-0.45,9.24,-0.56,-0.10,9.28,3,3,3,0
43747,0.4429,0.0269,0.0418,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.92,-0.49,9.53,-0.58,-0.25,9.73,3,3,3,0
43814,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.89,-0.49,9.44,-0.56,-0.37,9.73,3,3,3,0
43879,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-1.08,-0.47,9.26,-0.56,-0.05,9.38,3,3,3,0
43947,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.87,-0.52,9.56,-0.57,-0.33,9.73,3,3,3,0
44014,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.97,-0.47,9.34,-0.56,-0.19,9.50,3,3,3,0
44080,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.95,-0.52,9.36,-0.58,-0.20,9.44,3,3,3,0
44147,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.88,-0.48,9.51,-0.55,-0.30,9.68,3,3,3,0
44215,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-1.00,-0.51,9.35,-0.56,-0.16,9.49,3,3,3,0
44279,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.94,-0.49,9.44,-0.59,-0.20,9.55,3,3,3,0
44347,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.48,9.47,-0.56,-0.25,9.62,3,3,3,0
44416,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.97,-0.50,9.38,-0.59,-0.20,9.50,3,3,3,0
44480,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.91,-0.49,9.46,-0.55,-0.25,9.56,3,3,3,0
44548,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.90,-0.51,9.47,-0.59,-0.29,9.60,3,3,3,0
44615,0.4429,0.0270,0.0419,-0.8952,0.9374,-0.0201,0.0267,0.3466,-0.95,-0.47,9.37,-0.56,-0.22,9.50,3,3,3,0
44