time,femur_x,femur_y,femur_z,tibia_x,tibia_y,tibia_z
81948,0.13,-0.10,0.35,-0.44,-0.64,0.11
82009,0.13,-0.09,0.35,-0.50,-0.64,0.15
82068,0.13,-0.09,0.34,-0.56,-0.64,0.18
82128,0.13,-0.08,0.34,-0.59,-0.62,0.20
82189,0.13,-0.09,0.34,-0.58,-0.62,0.18
82249,0.12,-0.10,0.33,-0.57,-0.62,0.15
82309,0.11,-0.12,0.33,-0.50,-0.61,0.10
82369,0.09,-0.12,0.33,-0.38,-0.59,0.05
82428,0.08,-0.11,0.33,-0.26,-0.57,-0.01
82489,0.07,-0.12,0.33,-0.20,-0.57,-0.05
82549,0.08,-0.12,0.33,-0.18,-0.57,-0.07
82609,0.09,-0.14,0.33,-0.14,-0.56,-0.09
82669,0.10,-0.15,0.33,-0.09,-0.54,-0.13
82729,0.09,-0.16,0.33,-0.04,-0.53,-0.16
82789,0.10,-0.16,0.33,0.03,-0.50,-0.19
82849,0.10,-0.15,0.34,0.10,-0.44,-0.23
82910,0.12,-0.13,0.35,0.16,-0.36,-0.25
82969,0.13,-0.11,0.36,0.17,-0.29,-0.26
83030,0.14,-0.10,0.38,0.16,-0.21,-0.23
83090,0.15,-0.09,0.38,0.14,-0.17,-0.22
83150,0.16,-0.10,0.38,0.11,-0.18,-0.21
83210,0.17,-0.11,0.38,0.04,-0.21,-0.19
83270,0.18,-0.13,0.38,-0.07,-0.25,-0.18
83331,0.17,-0.15,0.40,-0.16,-0.27,-0.09
83391,0.16,-0.15,0.41,-0.19,-0.27,-0.10
83450,0.15,-0.14,0.42,-0.24,-0.28,-0.06
83511,0.16,-0.13,0.41,-0.32,-0.32,-0.02
83571,0.17,-0.14,0.41,-0.39,-0.35,-0.02
83631,0.16,-0.13,0.41,-0.44,-0.37,0.00
83691,0.15,-0.14,0.41,-0.46,-0.39,0.01
83751,0.13,-0.13,0.40,-0.49,-0.42,0.02
83812,0.12,-0.13,0.39,-0.53,-0.47,0.04
83871,0.12,-0.12,0.37,-0.58,-0.52,0.08
83932,0.11,-0.12,0.36,-0.61,-0.55,0.10
83992,0.10,-0.11,0.35,-0.62,-0.54,0.11
84052,0.09,-0.11,0.35,-0.62,-0.54,0.10
84112,0.09,-0.12,0.35,-0.56,-0.54,0.08
84172,0.07,-0.11,0.35,-0.44,-0.52,0.05
84232,0.06,-0.10,0.34,-0.32,-0.50,0.01
84292,0.07,-0.08,0.34,-0.24,-0.49,-0.02
84353,0.08,-0.09,0.35,-0.20,-0.48,-0.04
84412,0.10,-0.09,0.35,-0.15,-0.46,-0.07
84472,0.11,-0.10,0.35,-0.10,-0.43,-0.12
84532,0.12,-0.10,0.36,-0.05,-0.40,-0.15
84592,0.12,-0.09,0.37,0.03,-0.37,-0.17
84653,0.11,-0.09,0.37,0.11,-0.36,-0.18
84713,0.11,-0.09,0.37,0.16,-0.38,-0.21
84772,0.12,-0.10,0.36,0.17,-0.40,-0.20
84833,0.12,-0.11,0.36,0.17,-0.41,-0.20
84893,0.12,-0.13,0.36,0.11,-0.45,-0.17
84954,0.13,-0.16,0.34,0.01,-0.52,-0.14
85013,0.12,-0.19,0.33,-0.08,-0.58,-0.14
85073,0.11,-0.17,0.34,-0.09,-0.55,-0.15
85133,0.11,-0.17,0.34,-0.11,-0.53,-0.12
85193,0.10,-0.17,0.34,-0.16,-0.51,-0.12
85254,0.10,-0.15,0.34,-0.23,-0.49,-0.07
85314,0.10,-0.14,0.35,-0.32,-0.49,-0.04
85373,0.08,-0.14,0.35,-0.39,-0.52,-0.01
85434,0.07,-0.14,0.35,-0.48,-0.55,0.04
85494,0.06,-0.13,0.35,-0.55,-0.56,0.07
85555,0.06,-0.13,0.35,-0.61,-0.55,0.10
85615,0.06,-0.13,0.35,-0.66,-0.54,0.12
85675,0.05,-0.12,0.35,-0.68,-0.53,0.13
85734,0.03,-0.11,0.35,-0.70,-0.53,0.14
85795,0.03,-0.11,0.35,-0.70,-0.52,0.14
85856,0.02,-0.12,0.35,-0.62,-0.51,0.10
85916,-0.00,-0.13,0.35,-0.47,-0.47,0.04
85976,-0.02,-0.11,0.36,-0.35,-0.42,-0.01
86035,-0.01,-0.10,0.36,-0.29,-0.41,-0.07
86095,0.01,-0.10,0.36,-0.27,-0.42,-0.07
86156,0.02,-0.10,0.36,-0.23,-0.42,-0.08
86216,0.02,-0.11,0.36,-0.14,-0.41,-0.12
86277,0.01,-0.11,0.35,-0.03,-0.41,-0.17
86336,-0.01,-0.12,0.35,0.05,-0.42,-0.20
86397,0.00,-0.13,0.35,0.09,-0.44,-0.21
86457,0.02,-0.14,0.34,0.11,-0.43,-0.22
86517,0.03,-0.15,0.34,0.12,-0.41,-0.23
86578,0.03,-0.17,0.33,0.12,-0.41,-0.25
86638,0.04,-0.18,0.33,0.08,-0.43,-0.24
86700,0.05,-0.19,0.33,-0.02,-0.47,-0.20
86759,0.06,-0.20,0.33,-0.13,-0.52,-0.17
86819,0.04,-0.20,0.34,-0.18,-0.52,-0.17
86881,0.03,-0.20,0.34,-0.21,-0.53,-0.14
86944,0.02,-0.19,0.34,-0.25,-0.54,-0.12
87007,0.02,-0.17,0.35,-0.29,-0.55,-0.09
87068,0.02,-0.16,0.34,-0.35,-0.56,-0.06
87129,0.02,-0.15,0.34,-0.43,-0.57,-0.03
87189,0.03,-0.15,0.34,-0.53,-0.57,0.02
87251,0.03,-0.14,0.34,-0.62,-0.58,0.07
87311,0.03,-0.14,0.34,-0.69,-0.57,0.12
87371,0.02,-0.13,0.35,-0.73,-0.57,0.14
87434,0.01,-0.13,0.34,-0.73,-0.57,0.15
87496,0.02,-0.13,0.34,-0.72,-0.57,0.13
87558,0.02,-0.13,0.34,-0.68,-0.56,0.11
87619,0.02,-0.14,0.34,-0.58,-0.54,0.07
87681,0.00,-0.14,0.34,-0.41,-0.49,-0.02
87741,0.00,-0.14,0.34,-0.30,-0.45,-0.07
87803,0.02,-0.14,0.34,-0.27,-0.43,-0.10
87864,0.04,-0.14,0.34,-0.23,-0.41,-0.13
87923,0.05,-0.15,0.34,-0.17,-0.38,-0.17
87985,0.06,-0.15,0.34,-0.10,-0.33,-0.21
88046,0.07,-0.15,0.34,-0.02,-0.28,-0.24
88109,0.07,-0.15,0.34,0.05,-0.23,-0.25
88169,0.08,-0.15,0.34,0.09,-0.21,-0.28
88228,0.09,-0.16,0.33,0.10,-0.20,-0.27
88288,0.10,-0.17,0.33,0.11,-0.20,-0.27
88349,0.10,-0.17,0.34,0.10,-0.23,-0.25
88410,0.10,-0.18,0.33,0.05,-0.28,-0.23
88471,0.12,-0.20,0.33,-0.05,-0.37,-0.20
88532,0.12,-0.22,0.34,-0.13,-0.40,-0.19
88594,0.11,-0.21,0.35,-0.17,-0.39,-0.18
88655,0.09,-0.21,0.35,-0.21,-0.40,-0.17
88716,0.10,-0.20,0.35,-0.27,-0.40,-0.14
88776,0.10,-0.20,0.35,-0.35,-0.40,-0.12
88837,0.11,-0.20,0.36,-0.42,-0.40,-0.09
88898,0.10,-0.20,0.36,-0.47,-0.41,-0.07
88960,0.10,-0.20,0.36,-0.52,-0.43,-0.05
89020,0.09,-0.21,0.36,-0.55,-0.44,-0.04
89080,0.09,-0.21,0.36,-0.57,-0.44,-0.04
89140,0.08,-0.21,0.35,-0.57,-0.44,-0.04
89201,0.07,-0.20,0.35,-0.60,-0.46,-0.03
89262,0.06,-0.20,0.36,-0.61,-0.46,-0.02
89323,0.06,-0.20,0.35,-0.58,-0.46,-0.04
89385,0.05,-0.21,0.34,-0.49,-0.46,-0.08
89447,0.04,-0.20,0.33,-0.35,-0.43,-0.12
89507,0.02,-0.19,0.33,-0.24,-0.41,-0.15
89568,0.03,-0.18,0.32,-0.19,-0.41,-0.17
89627,0.05,-0.18,0.32,-0.16,-0.40,-0.17
89689,0.07,-0.18,0.32,-0.13,-0.38,-0.19
89749,0.08,-0.18,0.32,-0.07,-0.35,-0.23
89809,0.07,-0.19,0.33,-0.01,-0.32,-0.25
89869,0.07,-0.18,0.33,0.05,-0.29,-0.26
89928,0.06,-0.18,0.32,0.11,-0.26,-0.27
89989,0.07,-0.18,0.32,0.13,-0.25,-0.28
90049,0.08,-0.19,0.31,0.14,-0.24,-0.28
90109,0.08,-0.20,0.31,0.14,-0.24,-0.28
90169,0.08,-0.22,0.31,0.12,-0.26,-0.28
90229,0.09,-0.23,0.30,0.07,-0.31,-0.26
90290,0.10,-0.26,0.29,-0.03,-0.39,-0.24
90350,0.09,-0.28,0.29,-0.10,-0.43,-0.27
90411,0.08,-0.28,0.28,-0.11,-0.42,-0.27
90470,0.07,-0.28,0.28,-0.15,-0.44,-0.24
90530,0.06,-0.27,0.28,-0.21,-0.46,-0.24
90591,0.06,-0.26,0.29,-0.28,-0.45,-0.20
90651,0.05,-0.26,0.29,-0.36,-0.45,-0.18
90711,0.05,-0.26,0.29,-0.43,-0.46,-0.16
90771,0.04,-0.26,0.29,-0.49,-0.47,-0.14
90831,0.03,-0.26,0.29,-0.55,-0.48,-0.12
90891,0.02,-0.25,0.30,-0.59,-0.48,-0.10
90951,0.02,-0.25,0.30,-0.64,-0.48,-0.08
91012,0.01,-0.25,0.30,-0.66,-0.48,-0.07
91072,0.01,-0.24,0.30,-0.67,-0.48,-0.06
91131,0.00,-0.24,0.29,-0.65,-0.48,-0.08
91192,-0.00,-0.25,0.29,-0.58,-0.46,-0.11
91252,-0.02,-0.25,0.28,-0.47,-0.43,-0.14
91313,-0.03,-0.23,0.28,-0.35,-0.41,-0.18
91372,-0.04,-0.23,0.27,-0.27,-0.41,-0.22
91432,-0.03,-0.24,0.26,-0.22,-0.41,-0.23
91492,-0.01,-0.25,0.26,-0.19,-0.41,-0.24
91552,0.00,-0.26,0.25,-0.14,-0.39,-0.26
91613,0.00,-0.26,0.26,-0.08,-0.35,-0.30
91672,-0.00,-0.26,0.26,-0.00,-0.29,-0.32
91732,-0.01,-0.26,0.26,0.06,-0.24,-0.34
91792,0.01,-0.26,0.25,0.08,-0.22,-0.34
91852,0.02,-0.27,0.24,0.09,-0.21,-0.34
91913,0.03,-0.28,0.23,0.09,-0.19,-0.35
91973,0.03,-0.29,0.23,0.09,-0.19,-0.35
92033,0.04,-0.30,0.23,0.06,-0.22,-0.35
92093,0.05,-0.32,0.23,-0.00,-0.27,-0.34
92152,0.06,-0.35,0.22,-0.10,-0.35,-0.33
92213,0.05,-0.35,0.22,-0.15,-0.38,-0.34
92273,0.04,-0.35,0.23,-0.16,-0.39,-0.34
92334,0.03,-0.35,0.22,-0.18,-0.41,-0.33
92393,0.02,-0.34,0.23,-0.22,-0.42,-0.32
92453,0.03,-0.33,0.23,-0.30,-0.43,-0.29
92514,0.03,-0.33,0.24,-0.40,-0.43,-0.26
92574,0.02,-0.32,0.24,-0.48,-0.44,-0.24
92635,0.02,-0.32,0.24,-0.56,-0.44,-0.21
92694,0.02,-0.32,0.24,-0.62,-0.45,-0.19
92754,0.00,-0.32,0.25,-0.66,-0.46,-0.17
92815,-0.01,-0.31,0.25,-0.68,-0.46,-0.16
92875,-0.02,-0.31,0.25,-0.68,-0.46,-0.15
92936,-0.01,-0.31,0.25,-0.65,-0.45,-0.17
92995,-0.02,-0.31,0.24,-0.59,-0.43,-0.19
93054,-0.03,-0.29,0.24,-0.48,-0.38,-0.21
93115,-0.05,-0.27,0.24,-0.36,-0.34,-0.22
93175,-0.04,-0.24,0.24,-0.30,-0.33,-0.23
93236,-0.03,-0.24,0.24,-0.28,-0.33,-0.23
93296,-0.00,-0.24,0.24,-0.26,-0.31,-0.24
93356,0.01,-0.23,0.24,-0.20,-0.28,-0.26
93416,0.01,-0.21,0.25,-0.13,-0.22,-0.27
93476,0.01,-0.19,0.26,-0.05,-0.16,-0.26
93537,0.02,-0.17,0.26,0.01,-0.12,-0.27
93597,0.04,-0.16,0.26,0.03,-0.11,-0.28
93658,0.05,-0.17,0.26,0.03,-0.11,-0.27
93717,0.06,-0.17,0.27,0.02,-0.14,-0.24
93777,0.06,-0.17,0.27,-0.05,-0.20,-0.22
93838,0.08,-0.18,0.27,-0.16,-0.27,-0.20
93899,0.07,-0.18,0.29,-0.24,-0.31,-0.16
93961,0.05,-0.17,0.30,-0.28,-0.33,-0.14
94021,0.03,-0.15,0.31,-0.31,-0.35,-0.11
94081,0.02,-0.13,0.32,-0.35,-0.38,-0.08
94142,0.02,-0.12,0.32,-0.41,-0.41,-0.06
94203,0.02,-0.11,0.31,-0.48,-0.42,-0.03
94266,0.02,-0.11,0.32,-0.54,-0.42,-0.02
94327,0.02,-0.10,0.32,-0.61,-0.43,0.01
94389,0.02,-0.10,0.31,-0.67,-0.45,0.03
94449,0.01,-0.09,0.31,-0.73,-0.46,0.06
94511,0.01,-0.09,0.31,-0.74,-0.46,0.07
94571,0.00,-0.08,0.31,-0.75,-0.46,0.08
94630,-0.00,-0.08,0.31,-0.74,-0.46,0.08
94693,-0.00,-0.08,0.31,-0.69,-0.46,0.07
94754,-0.01,-0.08,0.30,-0.58,-0.45,0.04
94817,-0.03,-0.07,0.30,-0.45,-0.42,0.01
94878,-0.03,-0.06,0.30,-0.36,-0.40,-0.00
94940,-0.01,-0.06,0.30,-0.32,-0.40,-0.04
95001,0.00,-0.07,0.30,-0.28,-0.38,-0.05
95064,0.02,-0.08,0.29,-0.23,-0.35,-0.09
95124,0.03,-0.09,0.30,-0.15,-0.31,-0.14
95183,0.03,-0.08,0.30,-0.06,-0.27,-0.16
95245,0.03,-0.08,0.30,0.02,-0.24,-0.17
95305,0.05,-0.08,0.29,0.05,-0.22,-0.21
95368,0.05,-0.09,0.29,0.05,-0.21,-0.19
95428,0.06,-0.09,0.29,0.06,-0.21,-0.20
95490,0.05,-0.10,0.29,0.05,-0.22,-0.18
95549,0.06,-0.12,0.29,0.00,-0.26,-0.18
95608,0.08,-0.14,0.28,-0.11,-0.31,-0.15
95669,0.07,-0.17,0.28,-0.22,-0.37,-0.14
95730,0.05,-0.18,0.27,-0.25,-0.37,-0.16
95793,0.03,-0.19,0.28,-0.26,-0.38,-0.16
95855,0.01,-0.19,0.28,-0.29,-0.40,-0.16
95917,0.01,-0.18,0.28,-0.35,-0.42,-0.14
95976,0.02,-0.18,0.28,-0.43,-0.43,-0.11
96035,0.02,-0.17,0.28,-0.52,-0.44,-0.08
96097,0.01,-0.17,0.28,-0.61,-0.44,-0.05
96157,-0.00,-0.17,0.29,-0.68,-0.45,-0.03
96219,-0.01,-0.16,0.29,-0.72,-0.46,-0.01
96279,-0.02,-0.15,0.29,-0.74,-0.47,0.00
96340,-0.03,-0.14,0.29,-0.76,-0.47,0.02
96400,-0.04,-0.13,0.30,-0.77,-0.47,0.04
96459,-0.03,-0.12,0.29,-0.75,-0.46,0.04
96520,-0.03,-0.13,0.29,-0.70,-0.47,0.02
96580,-0.03,-0.13,0.28,-0.58,-0.47,-0.02
96642,-0.05,-0.13,0.27,-0.41,-0.45,-0.08
96702,-0.06,-0.14,0.26,-0.30,-0.45,-0.13
96763,-0.06,-0.16,0.24,-0.26,-0.50,-0.13
96825,-0.05,-0.19,0.23,-0.22,-0.53,-0.18
96885,-0.04,-0.21,0.21,-0.16,-0.53,-0.20
96948,-0.04,-0.21,0.20,-0.08,-0.51,-0.23
97008,-0.04,-0.22,0.20,-0.03,-0.48,-0.27
97069,-0.03,-0.22,0.20,0.01,-0.42,-0.29
97129,-0.02,-0.21,0.21,0.03,-0.35,-0.31
97188,-0.01,-0.21,0.21,0.03,-0.26,-0.30
97249,0.01,-0.20,0.22,0.03,-0.18,-0.29
97309,0.03,-0.19,0.22,0.02,-0.12,-0.28
97370,0.04,-0.18,0.23,0.02,-0.07,-0.28
97429,0.05,-0.18,0.24,0.03,-0.05,-0.28
97489,0.06,-0.18,0.24,0.04,-0.07,-0.28
97550,0.06,-0.17,0.25,0.04,-0.08,-0.26
97610,0.07,-0.18,0.26,-0.01,-0.12,-0.25
97670,0.10,-0.18,0.27,-0.14,-0.19,-0.24
97730,0.10,-0.19,0.29,-0.25,-0.22,-0.17
97790,0.09,-0.18,0.31,-0.30,-0.20,-0.16
97851,0.08,-0.17,0.33,-0.34,-0.20,-0.13
97910,0.09,-0.15,0.34,-0.41,-0.21,-0.10
97971,0.11,-0.16,0.35,-0.49,-0.22,-0.09
98031,0.11,-0.16,0.35,-0.55,-0.23,-0.09
98092,0.09,-0.16,0.35,-0.57,-0.25,-0.08
98151,0.08,-0.16,0.34,-0.59,-0.27,-0.07
98211,0.07,-0.16,0.34,-0.59,-0.27,-0.07
98272,0.08,-0.15,0.34,-0.56,-0.26,-0.08
98331,0.07,-0.15,0.33,-0.47,-0.23,-0.08
98392,0.06,-0.14,0.34,-0.36,-0.19,-0.08
98452,0.07,-0.11,0.35,-0.25,-0.15,-0.09
98511,0.09,-0.08,0.35,-0.20,-0.12,-0.12
98572,0.11,-0.08,0.36,-0.16,-0.11,-0.13
98631,0.12,-0.09,0.37,-0.10,-0.12,-0.15
98692,0.12,-0.09,0.37,-0.04,-0.14,-0.15
98752,0.12,-0.09,0.36,0.03,-0.17,-0.15
98811,0.12,-0.08,0.36,0.08,-0.18,-0.15
98872,0.12,-0.08,0.36,0.15,-0.19,-0.16
98932,0.13,-0.08,0.36,0.18,-0.19,-0.17
98992,0.13,-0.09,0.36,0.19,-0.20,-0.18
99052,0.13,-0.10,0.37,0.19,-0.21,-0.18
99112,0.13,-0.10,0.36,0.18,-0.23,-0.18
99172,0.14,-0.13,0.35,0.11,-0.29,-0.16
99232,0.15,-0.15,0.35,-0.03,-0.38,-0.14
99293,0.14,-0.16,0.35,-0.08,-0.39,-0.15
99353,0.12,-0.16,0.36,-0.11,-0.40,-0.14
99412,0.11,-0.15,0.36,-0.13,-0.41,-0.13
99473,0.11,-0.14,0.36,-0.19,-0.43,-0.10
99533,0.11,-0.14,0.36,-0.28,-0.44,-0.07
99594,0.11,-0.14,0.36,-0.37,-0.45,-0.04
99654,0.11,-0.14,0.36,-0.44,-0.45,-0.01
99714,0.10,-0.14,0.36,-0.50,-0.45,0.01
99773,0.10,-0.14,0.36,-0.57,-0.46,0.04
99834,0.09,-0.13,0.36,-0.60,-0.47,0.05
99894,0.07,-0.13,0.36,-0.61,-0.47,0.05
99954,0.07,-0.14,0.35,-0.59,-0.46,0.03
100015,0.07,-0.14,0.35,-0.55,-0.46,0.01
100074,0.07,-0.13,0.34,-0.44,-0.43,-0.03
100134,0.05,-0.12,0.34,-0.31,-0.39,-0.05
100195,0.05,-0.12,0.34,-0.21,-0.36,-0.09
100255,0.06,-0.12,0.33,-0.17,-0.34,-0.11
100316,0.08,-0.13,0.32,-0.14,-0.33,-0.12
100375,0.09,-0.14,0.32,-0.11,-0.32,-0.14
100435,0.09,-0.15,0.32,-0.04,-0.31,-0.17
100497,0.08,-0.15,0.31,0.04,-0.29,-0.18
100558,0.07,-0.14,0.31,0.12,-0.27,-0.21
100620,0.07,-0.15,0.30,0.18,-0.26,-0.22
100679,0.07,-0.15,0.30,0.21,-0.25,-0.23
100739,0.08,-0.16,0.30,0.22,-0.24,-0.24
100802,0.08,-0.17,0.30,0.20,-0.25,-0.23
100864,0.08,-0.19,0.30,0.15,-0.29,-0.23
100924,0.09,-0.21,0.29,0.05,-0.36,-0.22
100985,0.08,-0.23,0.29,-0.05,-0.42,-0.23
101047,0.07,-0.22,0.30,-0.09,-0.43,-0.25
101107,0.06,-0.22,0.30,-0.11,-0.44,-0.22
101169,0.06,-0.22,0.30,-0.15,-0.46,-0.21
101228,0.06,-0.21,0.30,-0.21,-0.48,-0.20
101288,0.05,-0.21,0.30,-0.28,-0.48,-0.18
101350,0.04,-0.21,0.31,-0.34,-0.50,-0.16
101411,0.04,-0.21,0.31,-0.41,-0.52,-0.13
101474,0.04,-0.20,0.31,-0.49,-0.54,-0.09
101534,0.04,-0.20,0.31,-0.56,-0.55,-0.04
101597,0.04,-0.20,0.31,-0.61,-0.56,-0.01
101658,0.03,-0.19,0.31,-0.61,-0.56,-0.01
101719,0.03,-0.20,0.30,-0.60,-0.56,-0.02
101778,0.03,-0.20,0.29,-0.55,-0.54,-0.05
101839,0.02,-0.21,0.30,-0.44,-0.51,-0.10
101900,0.00,-0.20,0.30,-0.28,-0.45,-0.16
101963,0.00,-0.20,0.29,-0.19,-0.43,-0.20
102025,0.01,-0.21,0.28,-0.17,-0.43,-0.21
102084,0.02,-0.22,0.28,-0.16,-0.41,-0.22
102146,0.03,-0.23,0.28,-0.12,-0.39,-0.23
102207,0.03,-0.23,0.28,-0.05,-0.37,-0.25
102266,0.02,-0.22,0.28,0.02,-0.34,-0.26
102327,0.02,-0.21,0.28,0.10,-0.30,-0.28
102387,0.03,-0.21,0.28,0.15,-0.27,-0.29
102449,0.04,-0.22,0.28,0.17,-0.26,-0.30
102511,0.05,-0.23,0.28,0.18,-0.25,-0.30
102573,0.05,-0.23,0.28,0.17,-0.26,-0.30
102632,0.04,-0.24,0.28,0.15,-0.29,-0.29
102692,0.04,-0.26,0.27,0.07,-0.36,-0.27
102755,0.05,-0.29,0.26,-0.04,-0.47,-0.27
102815,0.03,-0.29,0.27,-0.10,-0.51,-0.33
102877,0.01,-0.28,0.27,-0.13,-0.51,-0.28
102937,0.00,-0.28,0.27,-0.16,-0.53,-0.27
102999,-0.00,-0.26,0.28,-0.20,-0.54,-0.25
103059,-0.00,-0.26,0.28,-0.24,-0.55,-0.24
103119,-0.01,-0.25,0.29,-0.30,-0.56,-0.21
103179,-0.01,-0.24,0.29,-0.37,-0.58,-0.17
103239,-0.01,-0.23,0.30,-0.45,-0.60,-0.11
103302,-0.01,-0.21,0.30,-0.54,-0.61,-0.05
103364,-0.00,-0.20,0.31,-0.64,-0.62,0.02
103427,-0.01,-0.17,0.32,-0.67,-0.61,0.06
103486,-0.02,-0.15,0.33,-0.69,-0.61,0.09
103546,-0.02,-0.16,0.33,-0.67,-0.61,0.07
103607,-0.01,-0.16,0.33,-0.63,-0.61,0.04
103667,-0.01,-0.16,0.33,-0.51,-0.56,-0.02
103728,-0.03,-0.15,0.34,-0.33,-0.46,-0.09
103788,-0.01,-0.14,0.34,-0.24,-0.38,-0.12
103847,-0.00,-0.15,0.34,-0.23,-0.38,-0.14
103908,0.01,-0.15,0.35,-0.22,-0.37,-0.15
103968,0.02,-0.17,0.34,-0.18,-0.36,-0.18
104029,0.02,-0.18,0.33,-0.12,-0.34,-0.20
104088,0.02,-0.19,0.33,-0.05,-0.32,-0.22
104147,0.01,-0.19,0.32,0.04,-0.30,-0.24
104208,0.02,-0.19,0.32,0.11,-0.28,-0.27
104268,0.04,-0.19,0.31,0.13,-0.28,-0.26
104329,0.05,-0.21,0.31,0.14,-0.28,-0.28
104388,0.05,-0.21,0.31,0.14,-0.28,-0.27
104449,0.05,-0.22,0.31,0.13,-0.29,-0.28
104509,0.05,-0.24,0.30,0.06,-0.33,-0.27
104569,0.07,-0.26,0.29,-0.06,-0.39,-0.25
104630,0.06,-0.27,0.30,-0.14,-0.39,-0.26
104689,0.05,-0.26,0.31,-0.19,-0.36,-0.23
104750,0.03,-0.26,0.31,-0.21,-0.35,-0.23
104810,0.02,-0.25,0.31,-0.24,-0.36,-0.22
104869,0.02,-0.25,0.31,-0.30,-0.37,-0.20
104930,0.02,-0.24,0.32,-0.38,-0.40,-0.16
104990,0.01,-0.23,0.32,-0.46,-0.42,-0.13
105051,0.01,-0.22,0.33,-0.52,-0.43,-0.10
105110,0.00,-0.22,0.33,-0.60,-0.46,-0.06
105170,0.00,-0.21,0.33,-0.66,-0.48,-0.02
105231,-0.00,-0.20,0.33,-0.66,-0.48,-0.01
105290,-0.01,-0.20,0.33,-0.67,-0.49,-0.00
105351,-0.01,-0.19,0.33,-0.66,-0.48,-0.00
105411,-0.00,-0.20,0.32,-0.63,-0.48,-0.02
105472,-0.01,-0.20,0.31,-0.54,-0.48,-0.07
105532,-0.03,-0.20,0.31,-0.39,-0.45,-0.12
105591,-0.03,-0.20,0.30,-0.27,-0.41,-0.15
105652,-0.02,-0.19,0.29,-0.23,-0.41,-0.18
105712,-0.01,-0.19,0.29,-0.22,-0.40,-0.18
105773,-0.00,-0.20,0.29,-0.20,-0.39,-0.18
105832,0.01,-0.20,0.28,-0.14,-0.38,-0.19
105891,0.01,-0.20,0.28,-0.06,-0.38,-0.20
105952,0.01,-0.20,0.27,0.01,-0.37,-0.22
106012,0.02,-0.19,0.27,0.08,-0.35,-0.23
106072,0.03,-0.16,0.27,0.13,-0.31,-0.23
106132,0.05,-0.15,0.27,0.16,-0.26,-0.21
106191,0.06,-0.15,0.27,0.16,-0.23,-0.22
106252,0.07,-0.16,0.26,0.16,-0.20,-0.23
106312,0.07,-0.16,0.26,0.16,-0.20,-0.22
106373,0.07,-0.16,0.26,0.15,-0.21,-0.21
106432,0.07,-0.16,0.27,0.09,-0.26,-0.20
106492,0.08,-0.18,0.26,-0.02,-0.32,-0.17
106553,0.08,-0.19,0.27,-0.17,-0.37,-0.19
106612,0.07,-0.19,0.27,-0.20,-0.35,-0.20
106673,0.06,-0.20,0.27,-0.21,-0.36,-0.20
106733,0.05,-0.20,0.27,-0.24,-0.37,-0.20
106792,0.04,-0.20,0.28,-0.29,-0.37,-0.18
106853,0.04,-0.20,0.27,-0.38,-0.40,-0.15
106913,0.03,-0.19,0.27,-0.47,-0.41,-0.13
106974,0.03,-0.19,0.27,-0.54,-0.41,-0.10
107033,0.03,-0.19,0.27,-0.60,-0.42,-0.08
107094,0.02,-0.19,0.27,-0.65,-0.42,-0.07
107154,0.02,-0.18,0.27,-0.65,-0.42,-0.07
107214,0.01,-0.19,0.27,-0.65,-0.42,-0.07
107275,0.02,-0.20,0.26,-0.62,-0.41,-0.09
107334,0.02,-0.20,0.26,-0.56,-0.39,-0.12
107394,0.01,-0.20,0.27,-0.45,-0.36,-0.14
107455,-0.01,-0.19,0.26,-0.32,-0.33,-0.17
107514,-0.01,-0.19,0.25,-0.23,-0.31,-0.19
107575,0.00,-0.20,0.24,-0.20,-0.31,-0.20
107635,0.01,-0.21,0.24,-0.19,-0.30,-0.21
107695,0.02,-0.21,0.24,-0.16,-0.28,-0.23
107755,0.02,-0.22,0.24,-0.10,-0.27,-0.23
107815,0.01,-0.21,0.24,-0.02,-0.24,-0.24
107876,0.01,-0.21,0.24,0.08,-0.22,-0.26